n:2	Er(I1_Lobatto):	0.58125	 Er(I3_Lobatto):0.441011
n:3	Er(I1_Lobatto):	0.000520833	 Er(I3_Lobatto):0.00022601
n:4	Er(I1_Lobatto):	8.88178e-016	 Er(I3_Lobatto):8.00754e-007
n:5	Er(I1_Lobatto):	8.88178e-016	 Er(I3_Lobatto):5.88974e-009
