n:2	Er(I1_Gauss):	0.000347222	 Er(I2_Gauss):0.2472	 Er(I3_Gauss):0.000150109	 Er(I4_Gauss):0.219025
n:3	Er(I1_Gauss):	8.88178e-016	 Er(I2_Gauss):0.176171	 Er(I3_Gauss):5.97644e-007	 Er(I4_Gauss):0.15612
n:4	Er(I1_Gauss):	0.165816	 Er(I2_Gauss):0.0690877	 Er(I3_Gauss):0.126114	 Er(I4_Gauss):0.0595878
n:5	Er(I1_Gauss):	0.1119	 Er(I2_Gauss):0.0981458	 Er(I3_Gauss):0.0849553	 Er(I4_Gauss):0.0858532
